IMDb ID,Title,Year,Rating,Votes,Genre,Description,Country,Director,Writers,URL,titleType,startYear,runtimeMinutes
tt0001793,A Modern Hero,1911.0,,,"Crime,Drama,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001793/,short,1911,13
tt0001794,The Modern Pygmalion and Galatea,1911.0,,,Short,,United Kingdom,Walter R. Booth,,https://www.imdb.com/title/tt0001794/,short,1911,9
tt0001795,Monasterio de Caralps en Berga,1911.0,,,Short,,Spain,Fructuós Gelabert,,https://www.imdb.com/title/tt0001795/,short,1911,10
tt0001796,Monasterio de Ripoll,1911.0,,,"Documentary,Short",,Spain,Fructuós Gelabert,,https://www.imdb.com/title/tt0001796/,short,1911,9
tt0001797,Money to Burn,1911.0,,,"Comedy,Short",Released as a split reel along with the drama The Unfinished Letter (1911).,United States,Edwin S. Porter,,https://www.imdb.com/title/tt0001797/,short,1911,
tt0001798,The Mountain Law,1911.0,,,"Drama,Short",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001798/,short,1911,
tt0001799,Moïse sauvé des eaux,1911.0,4.8,18,"Drama,Short","It's the Old Testament story of Moses among the bulrushes; how his mother, confronted with an edict to kill all the boy babies, placed the infant in a basket by the Nile, whence he was rescued by an Egyptian princess, who raised him as her child.Henri Andreani's movie has a formal air to it that reminds me of Bible pageants. For the year it was released, that makes it a bit old-fashioned. That's not unusual. The audience was expected to be familiar with the story, and therefore the style is supposed to install a bit of familiar importance to it. Bible movies have long been conservative film making, with such techniques as extensive titles - usually quoting from the Bible - in use well past the silent era.",France,Henri Andréani,,https://www.imdb.com/title/tt0001799/,short,1911,
tt0001800,Music Hath Charms,1911.0,,,"Comedy,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001800/,short,1911,14
tt0001801,Mustang Pete's Love Affair,1911.0,,,"Comedy,Short",,United States,E. Mason Hopper,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001801/,short,1911,
tt0001803,The Mystery of a Hansom Cab,1911.0,2.8,15,,"The Mystery of the Hansom Cab is an Australian feature-length film directed by W. J. Lincoln based on the popular novel, which had also been adapted into a play. It was the first Australian feature film to have a predominantly urban setting.",Australia,W.J. Lincoln,Fergus Hume,https://www.imdb.com/title/tt0001803/,movie,1911,
tt0001804,Mystic Manipulations,1911.0,,,Short,,United Kingdom,Walter R. Booth,,https://www.imdb.com/title/tt0001804/,short,1911,15
tt0001805,Nell Gwynn the Orange Girl,1911.0,,,"Drama,History,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001805/,short,1911,19
tt0001806,The New Church Carpet,1911.0,,,"Drama,Short",,United States,,,https://www.imdb.com/title/tt0001806/,short,1911,
tt0001807,Bar Z's New Cook,1911.0,,,"Comedy,Short,Western","A comedy, formal in outline, but with some freshness in its conduct. The early scenes, both as to the sets and the business, were so like a recent Bison picture that opens with the same situation, a drunken Chinese cook, that the reviewer was under the impression that he had already seen the picture. After the foreman started out to find a new cook, the situation took a new turn. A pretty young woman (Miss Grandin, a new Bison surprise, plays the part) after a quarrel with her husband is shown looking for a job in an intelligence office. The foreman engages her and takes her to the ranch. The boys get a glimpse of her and all rush to tidy up. She is embarrassed, and decidedly over-seasons the stew, about a pound of pepper went into it. One of her admirers makes the outfit eat their grub at the pistol's point, whether they like it or not. They then hurry out to Dr. Green's. The boss had to eat his grub with the others. He wanted to fire the new cook, but the boys wouldn't have it. Meanwhile, the girl's husband has learned her whereabouts and arrives at the ranch after supper, when the whole crowd is out singing. When she runs to her husband's arms, there's a sorry looking bunch of punchers. At the end they sing ""No Wedding Bells."" It's a good comedy, but Bison has done better. - The Moving Picture World, December 23, 1911",United States,Thomas H. Ince,Thomas H. Ince,https://www.imdb.com/title/tt0001807/,short,1911,10
tt0001808,The New Dress,1911.0,,,"Romance,Short",,United States,D.W. Griffith,Grace Henderson,https://www.imdb.com/title/tt0001808/,short,1911,17
tt0001809,The New Manager,1911.0,,,"Drama,Short","In this film is shown a romance of the business world. The owner of a business dies and the son discharges the old manager, substituting a new one. The old manager is left some money in his old employer's will, which he invests to such good advantage that he shortly becomes wealthy. His daughter is sent to Europe to be educated. Upon her return she meets the young man and they fall in love at first sight. But her father speedily puts a stop to that when he tells her that this was the young man who discharged him. The next turn in fortune's wheel shows the young man bankrupt and at the sheriff's sale the old manager buys the factory and everything else. But it seems he has rather admired the young man and after humiliating him a bit he returns him the business and gives him his daughter's hand as well. - The Moving Picture World, August 19, 1911",United States,R.F. Baker,,https://www.imdb.com/title/tt0001809/,short,1911,
tt0001810,A Noble Heart,1911.0,,,"Drama,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001810/,short,1911,19
tt0001811,The O'Neill,1912.0,,,"Drama,Short","An Irish romance which will touch the hearts of most audiences at once. The O'Neill is a patriot who flees the country because of charges against him. He returns secretly and very romantically meets a young woman who betrays him and assists in his capture, but relents and elopes with him afterward. A situation like this is sufficient to arouse the emotions and hold them. The meeting, when the young man acts as a highwayman to obtain the wherewithal to assist his unfortunate friend who helped him, their subsequent meeting at a masked ball, and the girl's betrayal all afford ample opportunity for thrilling action. The players do very well indeed. Then comes the girl's remorse as love awakens. They escape together and are married when they reach the coast and fly to France where they live happily afterward. A story of this character is more than ordinarily interesting and will please an audience better than almost anything a manager can offer. - The Moving Picture World, January 27, 1912",United States,Sidney Olcott,Dion Boucicault,https://www.imdb.com/title/tt0001811/,short,1912,
tt0001812,Oedipus Rex,1911.0,5.6,16,Drama,,United Kingdom,Theo Frenkel,Sophocles,https://www.imdb.com/title/tt0001812/,movie,1911,56
tt0001813,The Old Confectioner's Mistake,1911.0,,,"Drama,Short",Referenced in Mary Pickford: The Muse of the Movies (2008),United States,D.W. Griffith,Edward Acker,https://www.imdb.com/title/tt0001813/,short,1911,17
tt0001814,Oliver Cromwell,1911.0,,,"Drama,History,Short",,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001814/,short,1911,18
tt0001815,On the Brink,1911.0,6.6,33,"Drama,Short",A tinted nitrate print of this film was found by the Library of Congress in 2012.,United States,Edwin S. Porter,Lois Weber,https://www.imdb.com/title/tt0001815/,short,1911,12
tt0001816,On the Desert's Edge,1911.0,,,"Action,Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001816/,short,1911,
tt0001817,Only in the Way,1911.0,5.1,96,"Drama,Short",Featured in The Thanhouser Studio and the Birth of American Cinema (2014),United States,,,https://www.imdb.com/title/tt0001817/,short,1911,12
tt0001818,Out from the Shadow,1911.0,,,"Drama,Short","Blanche Sweet wears an evening dress that she would later use for One Is Business, the Other Crime (1912).",United States,D.W. Griffith,,https://www.imdb.com/title/tt0001818/,short,1911,
tt0001820,The Outlaw Samaritan,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001820/,short,1911,
tt0001821,The Outlaw and the Child,1911.0,,,"Short,Western","A story which has for a background the great Mojave desert of California. The principal character is a little girl, scarcely more than a baby, daughter of the sheriff. She is found by an outlaw whom the sheriff is pursuing and taken to her father's home. The terrible sufferings of the desert are too much for the man and he succumbs before he can be aided. The ending is commended. It never seems quite right for a sheriff to break the laws by allowing an outlaw to escape, as has been represented in some cases, merely because he performed some service for which the official might have felt indebted to him. This ending is more satisfactory. The sheriff is left under no obligation and the outlaw is removed from society which he menaces. - The Moving Picture World, March 11, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001821/,short,1911,
tt0001822,The Outlaw Deputy,1911.0,,,"Short,Western","This is one of the most interesting ""Western"" pictures that the Essanay people have produced in some time. Buck, the outlaw, who had served his time, undertook to bring Kelly in. Kelly was also an outlaw and was ""wanted."" He and Mrs. Kelly lived in a tent up on the hills. He got Kelly all right, but Mrs. Kelly very nearly got him. He forced her at length to obey him, at the point of his revolver, which he carefully kept pointed at Kelly's heart. In this way he forced Mrs. Kelly to bring out all the firearms and then to hammer them with a hatchet so that she couldn't fire them when his back was turned. He sent her the reward he won. It was enough to keep her till her husband got out. Mr. Anderson's Buck is very interesting. Miss Fields plays Mrs. Kelly. - The Moving Picture World, November 18, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001822/,short,1911,
tt0001823,Over the Garden Wall,1910.0,,,"Drama,Romance,Short",,United States,,,https://www.imdb.com/title/tt0001823/,short,1910,16
tt0001824,Over the Hills,1911.0,,,"Drama,Romance,Short",Version of Over the Hill to the Poorhouse (1908),United States,Joseph W. Smiley,Herbert Brenon,https://www.imdb.com/title/tt0001824/,short,1911,
tt0001825,A Pal's Oath,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001825/,short,1911,
tt0001826,Par habitude,1911.0,,,"Comedy,Short",,France,Max Linder,,https://www.imdb.com/title/tt0001826/,short,1911,
tt0001827,Paradise Lost,1911.0,,,"Drama,Short",,United States,Frank Powell,,https://www.imdb.com/title/tt0001827/,short,1911,
tt0001828,The Passions of an Egyptian Princess,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001828/,short,1911,14
tt0001829,The Peasants and the Fairy,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001829/,short,1911,16
tt0001830,"Picciola; or, The Prison Flower",1911.0,,,"Drama,Short","In this story a little plant springs up between the stones in a prison yard. It is tenderly cared for by de Charney, a nobleman who is a political prisoner. When he fell ill a tea made from its leaves cured him. A petition to Napoleon regarding the plant brought the emperor, in person, directing that the plant be spared, and ultimately securing for this prisoner and one other a pardon. A tender love story is interwoven, supplying heart interest and ending in the girl, a daughter of one of the prisoners, marrying de Charney. The details are worked out with care, and the sentiment expressed is unusually tender. The story grips from beginning to end. - The Moving Picture World, May 13, 1911",United States,,,https://www.imdb.com/title/tt0001830/,short,1911,
tt0001831,The Pied Piper of Hamelin,1911.0,,,"Drama,Fantasy,Short",Film debut of James Cruze,United States,Theodore Marston,Robert Browning,https://www.imdb.com/title/tt0001831/,short,1911,10
tt0001832,The Pirates of 1920,1911.0,5.8,73,"Fantasy,Sci-Fi,Short",The film takes place in 1920.,United Kingdom,David Aylott,,https://www.imdb.com/title/tt0001832/,short,1911,15
tt0001833,The Poisoned Flume,1911.0,,,"Short,Western","The great open flume that carries irrigating waters passes through the ranch of this story's heroine (Miss Bush). An unscrupulous neighbor poisons this because the heroine won't marry him and he would like to have her land and cattle. The cattle drink of the water in the flume near the place where the bag of poison has been left and some of them die. Her cowboys suspect the cause and after the new manager has been shot by the poisoner, there is a man chase over a dusty hillside. This ends in a pistol fight. The villain has crawled along the trestle that carries the flume over a valley. A good many shots are fired and the bad man falls dead into the flume. The scenes and views are very interesting. Some of them are too evidently ""being played"" .to be as effective as they might have been, but the acting is very good and the picture acceptable. - The Moving Picture World, August 26, 1911",United States,Allan Dwan,Allan Dwan,https://www.imdb.com/title/tt0001833/,short,1911,10
tt0001834,The Politician's Dream,1911.0,,,"Comedy,Short","A notable film and a notable comedy is this hilarious undertaking. It is seldom we look at a comedy that involves a cast of 800 people. Of course, it is true that some of the cast were unconsciously working for the Vitagraph; they form the innocent bystanders in the large political parade that is part of this picture. The entire Vitagraph corps was in action here, not only the regular actors, but all the mechanics, scene painters, property men, wardrobe people, cooks, waiters, watchmen and all, form a part of the great parade that marches in endorsement of Simon Stubbs (John Bunny) for Mayor of New York. There were several hundred extra people engaged for the procession, numerous carriages and a fife and drum corps to lead it. This street parade is one of the best pieces of production work that it has been our pleasure to witness. Simon Stubbs was a country politician who had his own theories concerning civic government. He disagreed with everybody on matters of state, with the exception of a certain widow lady with whom he a.greed on any topic for reasons that lodged around his heart more than they did in his head. The work of Mr. Bunny in this production is perfection. Nobody could ask or expect anything better from that sterling comedian, or anyone else. He is rapidly becoming the most famous comedian the world has ever known, and if the Vitagraph people continue to provide him with vehicles of this sort his fame will know no bounds. ""The Politician's Dream"" is a very simple story. It is based upon a mere thread; that of a country politician who falls asleep and dreams that he is sent for to come to the Metropolis from a little country town and become Mayor of New York. It would take some such man as Charles Dickens to properly describe the personality of Mr. Bunny and it is needless to describe it to those who are familiar with his work in moving pictures. But in ""The Politician's Dream"" he is seen at his best in the role of a country politician, taking himself seriously and being taken seriously by others. According to the dream, a committee from New York calls upon Simon at his simple country domicile and there tender to him marks of appreciation of his great perspicacity and political acumen. Having delivered these sentiments they then deliver a set of resolutions inviting him to come to New York City and accept the office of Mayor. Simon responds in a becoming manner and makes his departure from the village in true presidential style. In the city he is acclaimed on all sides and becomes the man of the hour. The way in which Simon deports himself, and the dignity with which he endeavors to carry his new- found honor, is an exquisite bit of pantomime that will stand the test of time. The great parade is held in his honor and Simon is elected mayor by the most overwhelming majority ever known. But meanwhile, back in his country home, a venomous serpent has crept into his garden of bliss. His hated rival, Mr. Binks (W'm. Shea), has made great inroads into the affections of the Widow Merritt (Miss Flora Finch). To what purpose then are empty honors? What profiteth a man though he he elected Mayor of New York if he lose his own soulmate? Learning the sad news. Simon puts glory behind him and hastens back to the village to intercept the approaching wedding. Arriving there, he finds himself too late and is thumped brutally upon his voluptuous nose by the destroyer of his bliss. This thump upon his well-upholstered proboscis b.rings about the awakening of Simon Stubbs and in his awakening he perceives the futility of empty honors as compared with the joy of having for a helpmate such a woman as the Widow Merritt. A simple plot but strongly done and all the stronger for its simplicity. - The Moving Picture World, November 25, 1911",United States,George D. Baker,,https://www.imdb.com/title/tt0001834/,short,1911,
tt0001835,The Poor Sick Men,1911.0,,,"Drama,Short",,United States,Frank Powell,Eugene Mullin,https://www.imdb.com/title/tt0001835/,short,1911,
tt0001836,The Power of Good,1911.0,,,"Short,Western","It looked like the same old hold-up scene, but it is soon apparent that the situation is being handled freshly. The outlaw's actions in the cabin of the woman and her daughter, where, at the point of a pistol, he forces them to give him food and also to send the sheriff's posse on the wrong track, is more commendable for its art than for its ethical value. The next day the outlaw, now wounded, stumbles, fainting, into the cabin of a minister. The minister's daughter bathes his face, and when he is recovering reads to him from the Bible. That he falls in love with her and repents is shown with a good measure of effect. He serves his time. It is a very interesting picture, unusually so for its kind. - The Moving Picture World, October 14, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001836/,short,1911,
tt0001837,The Power of Love,1911.0,,,"Drama,Romance,Short",,United States,Joseph A. Golden,,https://www.imdb.com/title/tt0001837/,short,1911,
tt0001838,The Price of a Man,1911.0,,,"Drama,Short",,United States,,,https://www.imdb.com/title/tt0001838/,short,1911,
tt0001839,The Priest's Burden,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001839/,short,1911,16
tt0001840,The Primal Call,1911.0,4.9,46,"Romance,Short",Debut of actress Marguerite Marsh .,United States,D.W. Griffith,Emmett C. Hall,https://www.imdb.com/title/tt0001840/,short,1911,17
tt0001841,Priscilla's Engagement Ring,1911.0,,,"Comedy,Romance,Short",Final film shot by veteran Biograph cinematographer Arthur Marvin. It was released three weeks after his death.,United States,Frank Powell,Frank E. Woods,https://www.imdb.com/title/tt0001841/,short,1911,
tt0001842,Pesnya katorzhanina,1911.0,,,"Drama,Short",Featured in Legendy mirovogo kino: Yakov Protazanov,Italy,Yakov Protazanov,Yakov Protazanov,https://www.imdb.com/title/tt0001842/,short,1911,
tt0001843,The Professor and the New Hat,1911.0,,,"Comedy,Short",Released as a split reel along with the comedy The Question Mark (1911).,United States,Bannister Merwin,Bannister Merwin,https://www.imdb.com/title/tt0001843/,short,1911,
tt0001844,The Profligate,1911.0,,,"Drama,Short",,United States,Francis Boggs,Lanier Bartlett,https://www.imdb.com/title/tt0001844/,short,1911,
tt0001845,Pulgarcito,1912.0,5.2,12,Short,,Spain,Segundo de Chomón,Charles Perrault,https://www.imdb.com/title/tt0001845/,short,1912,
tt0001846,The Puncher's New Love,1911.0,,,"Short,Western","Broncho Billy is on his way back to the ranch after inviting Anne Little to the dance. He comes across Gladys Field, helps her back to where she is visiting and invites her to the dance. How does that work out in this short film? Broncho Billy Anderson (who plays a character here who isn't called Broncho Billy for a change) was the first movie cowboy superstar. He always played a rough sort of character, who might be a cowhand in love in one movie or a desperado on the run in another. In this one, it's the former and it's played for laughs at Broncho Billy's expense. It's a simple plot, but there is enough elaboration to make it amusing.",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001846/,short,1911,
tt0001847,The Question Mark,1911.0,,,"Comedy,Short",Released as a split reel along with the comedy The Professor and the New Hat (1911).,United States,,,https://www.imdb.com/title/tt0001847/,short,1911,
tt0001848,Railroad Raiders of '62,1911.0,4.5,47,"Drama,History,Short",Version of The General (1926),United States,Sidney Olcott,,https://www.imdb.com/title/tt0001848/,short,1911,9
tt0001849,The Ranchman's Son,1911.0,,,"Short,Western",Referenced in Going Attractions: The Definitive Story of the Movie Palace (2019),United States,Arthur Mackley,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001849/,short,1911,
tt0001850,Rattlesnakes and Gunpowder,1911.0,,,"Comedy,Short,Western",Released as a split reel along with the comedy The Ranch Tenor (1911).,United States,Allan Dwan,,https://www.imdb.com/title/tt0001850/,short,1911,
tt0001851,The Rebel's Daughter,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001851/,short,1911,17
tt0001852,Rédemption,1909.0,4.1,12,"Drama,Short",Debut of actress Josette Andriot .,France,Victorin-Hippolyte Jasset,,https://www.imdb.com/title/tt0001852/,short,1909,
tt0001853,The Reform Candidate,1911.0,,,"Drama,Short","This play deals with a live issue of interest and importance to Americans of all classes. It lifts the curtain of official secrecy from practices that are going on at this very minute; it is instructive without being tiresome, and it points out with incidental irony the kind of ""public service"" we are getting from business organizations and the men we elect to office to be their tools. All this is done in entertaining story form, with a dramatic struggle between two opposed forces and a delightful love interest centered upon a girl who has to fight her way instead of having it prepared for her; the kind of up-to-date heroine that American audiences admire more than the clinging vine variety. The pivotal character is not the one indicated in the title role, though the honors are his in the end, but is that of a girl reporting for a daily paper attired as are the better class of business and professional women in our daily lives, who conducts herself with a combination of modesty, high spirit and intelligence that is thoroughly representative of a type that we all recognize. In this matter of types the entire photoplay is exceptionally good. Especially effective is the man who plays the role of the financier of corrupt practices. Instead of an actor in white spats, we have a gentleman at ease in a dress suit, who looks as though he really had an asset of costly experiences in high living behind his impersonate n. He looks like one of those men of immense wealth who have grown so indifferent to public opinion that they over-reach themselves in an excess- of greed. He seeks to influence the reform candidate through his daughter and unwittingly furnishes the material for his own downfall to the keen-witted girl reporter. Her adventures are perilous enough to thrill, and the outcome of her splendid scoop is one that will win the approval of every right-minded man and woman in the audience. It will go. - The Moving Picture World, September 30, 1911",United States,,,https://www.imdb.com/title/tt0001853/,short,1911,
tt0001854,The Reporter,1911.0,,,"Comedy,Short",Released as a split reel along with the documentary Scenes from Our Navy (1911).,United States,,,https://www.imdb.com/title/tt0001854/,short,1911,
tt0001856,The Revenue Man and the Girl,1911.0,4.8,58,"Drama,Short",Featured in History's Mysteries: Family Feud: The Hatfields and McCoys (2000),United States,D.W. Griffith,,https://www.imdb.com/title/tt0001856/,short,1911,17
tt0001857,Richard III,1911.0,5.6,239,"Biography,Drama,History",Violet Farebrother's debut.,United Kingdom,Frank R. Benson,William Shakespeare,https://www.imdb.com/title/tt0001857/,short,1911,23
tt0001858,Un clair de lune sous Richelieu,1911.0,,,"Drama,Short",,France,Albert Capellani,Abel Gance,https://www.imdb.com/title/tt0001858/,short,1911,
tt0001859,The Rise and Fall of Weary Willie,1911.0,,,"Comedy,Short",,United States,C.J. Williams,,https://www.imdb.com/title/tt0001859/,short,1911,
tt0001860,The Romance on 'Bar O',1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001860/,short,1911,
tt0001861,A Romance of the Rio Grande,1911.0,,,"Short,Western","About the only weakness of this well-ridden Western romance is the confusing looseness of its beginning. Care wasn't taken to set the characters out in their proper, unmistakable places, so that we might know who they were and where they belonged. It is a chase and rescue picture. The girl is the daughter of a settler passing through the country in a prairie schooner. The danger comes from Indians and the rescuers are cowboys, led by the hero, who has fallen in love with the girl. The picture's quality comes from well-photographed, desert scenes and Rio Grande scenes, and also from good riding and a well-managed accident to the prairie schooner. It also has a conventional Indian fight around the overturned wagon. - The Moving Picture World, December 23, 1911",United States,Colin Campbell,Otis Thayer,https://www.imdb.com/title/tt0001861/,short,1911,10
tt0001862,The Romantic Story of Margaret Catchpole,1911.0,5.3,54,"Drama,Short",Featured in Forgotten Cinema: The Golden Age of Australian Motion Pictures (1967),Australia,Raymond Longford,,https://www.imdb.com/title/tt0001862/,short,1911,26
tt0001863,A Romany Tragedy,1911.0,,,"Drama,Short",,United States,D.W. Griffith,Stanner E.V. Taylor,https://www.imdb.com/title/tt0001863/,short,1911,17
tt0001864,The Rosary,1911.0,,,"Drama,Romance,Short",,United States,R.F. Baker,,https://www.imdb.com/title/tt0001864/,short,1911,
tt0001865,The Rose of Kentucky,1911.0,5.8,98,"Romance,Short",Referenced in Mary Pickford: The Muse of the Movies (2008),United States,D.W. Griffith,,https://www.imdb.com/title/tt0001865/,short,1911,17
tt0001866,The Rose's Story,1911.0,,,"Drama,Romance,Short",The Rose's Story ( 1911 ) is a lost silent film.,United States,Joseph W. Smiley,King Baggot,https://www.imdb.com/title/tt0001866/,short,1911,
tt0001867,The Ruling Passion,1911.0,,,"Drama,Short","This Biograph film deserves special notice because of its juvenile characters. The play is unique because of the fact that children take the most important parts from beginning to end, and their histrionic ability is deserving of commendation. A bright boy having been to the theater is controlled by a passion for acting, and at a children's party produces some very creditable little plays. Going from the house to the seashore, the acting is made more real upon the water when, through the loosening of a rope, two young people are carried away in a boat upon an ebb tide. It is some time before the youthful stage manager can procure assistance in the timely arrival of his parents, who secure the aid of a motor boat to pursue the little craft, which is rapidly foundering. The thrilling chase of the motor boat is somewhat prolonged, causing the danger of the children to become very harrowing to the feelings of the beholders. The rescue is, however, timely, and a restored family made happy; a little punishment is administered to the cause of the mishap, and the youngsters are all put to bed with the parents' happy ""good night,"" but still in his dreams the young actor continues to give evidences of the ""ruling passion."" There are some pretty pictures in this film, and altogether it is one to interest the family, children will like it, and parents will see that it carries the lessons of timely warning. It encourages the development of the good in the boy and rebukes the bad, and will prove helpful in suggesting the control of a ""ruling passion."" - The Moving Picture World, September 9, 1911",United States,D.W. Griffith,Wilfred Lucas,https://www.imdb.com/title/tt0001867/,short,1911,18
tt0001868,Le sacrifice d'Abraham,1911.0,5.4,14,"Drama,Short",Released in the US as a split reel along with the documentary The Cataracts of Elkfarieo (1912).,France,Henri Andréani,,https://www.imdb.com/title/tt0001868/,short,1911,
tt0001869,Samson and Delilah,1911.0,,,Short,Version of Samson et Dalila (1902),United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001869/,short,1911,15
tt0001870,Saved from Herself,1911.0,,,"Comedy,Short",,United States,,,https://www.imdb.com/title/tt0001870/,short,1911,
tt0001871,Saved from Himself,1911.0,4.9,65,"Drama,Short","Featured in Flicker Flashbacks No. 3, Series 5 (1948)",United States,D.W. Griffith,George Hennessy,https://www.imdb.com/title/tt0001871/,short,1911,17
tt0001872,The Scarlet Letter,1911.0,7.5,59,"Drama,Short",Version of The Scarlet Letter (1908),United States,Joseph W. Smiley,Herbert Brenon,https://www.imdb.com/title/tt0001872/,short,1911,
tt0001873,The Schoolmaster of Mariposa,1910.0,,,"Short,Western","A love story in the west centering around a schoolmaster. Of course, there is jealousy and the schoolmaster is badly beaten, but he succeeds in winning the girl, and after years see him a successful artist. Some interest will attach to the smoking out of the school by the youngsters who pour sulfur down the chimney and cover the top with a sack. This sort of deviltry was common enough some years ago, but, like many other coarse and crude attempts at fun, this has disappeared. As a bit of history, however, it is interesting, and represents what teachers were formerly subjected to in numerous instances. The real interest of the film will undoubtedly center around the pranks of these two boys. - The Moving Picture World, October 1, 1910",United States,Francis Boggs,Lanier Bartlett,https://www.imdb.com/title/tt0001873/,short,1910,
tt0001874,Science,1911.0,7.9,15,"Drama,Short",The film is lost as no copy of it is known to exist.,United States,,Mark Twain,https://www.imdb.com/title/tt0001874/,short,1911,
tt0001875,Second Sight,1911.0,,,"Drama,Short",The film is lost as no copy of it is known to exist.,United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001875/,short,1911,
tt0001876,The Sentinel Asleep,1911.0,,,"Drama,Short","Released as a split reel along with the documentary The Last G.A.R. Parade at Rochester, N.Y. (1911).",United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001876/,short,1911,
tt0001877,She,1911.0,5.3,82,"Fantasy,Sci-Fi,Short",Version of She (1908),United States,George Nichols,H. Rider Haggard,https://www.imdb.com/title/tt0001877/,short,1911,24
tt0001878,The Sheriff's Brother,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001878/,short,1911,
tt0001879,The Sheriff's Chum,1911.0,,,"Short,Western","A thrilling Western drama. it depicts in a forcible manner the perfidy of a man who lost his sweetheart and his later attempts to compromise her and induce her to go away with him. Perhaps one of the most satisfactory scenes in a long time is the pommeling he gets when her husband returns and sees what the wretch is doing. It is rough work, but it is salutary and will be applauded by a considerable proportion of those who see it. The characters all perform their parts acceptably and there is a swing and dash to the story which makes it attractive, despite its suggestiveness and rough vigor. Perhaps it may be said that the men shown have red blood and that always appeals to an audience. - The Moving Picture World, April 22, 1911",United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001879/,short,1911,
tt0001880,The Sheriff's Decision,1911.0,,,"Short,Western",,United States,Gilbert M. 'Broncho Billy' Anderson,Gilbert M. 'Broncho Billy' Anderson,https://www.imdb.com/title/tt0001880/,short,1911,
tt0001881,Los siete niños de Écija o Los bandidos de Sierra Morena,1911.0,,,"Adventure,Short",,Spain,Juan María Codina,,https://www.imdb.com/title/tt0001881/,short,1911,
tt0001882,The Silent Tongue,1911.0,,,"Comedy,Short",Released as a split reel along with the comedy Betty's Buttons (1911).,United States,Bannister Merwin,Bannister Merwin,https://www.imdb.com/title/tt0001882/,short,1911,
tt0001883,The Silken Thread,1911.0,,,Short,,United Kingdom,Theo Frenkel,,https://www.imdb.com/title/tt0001883/,short,1911,14
tt0001884,Simpkin's Dream of a Holiday,1911.0,,,"Comedy,Short",,United Kingdom,Walter R. Booth,,https://www.imdb.com/title/tt0001884/,short,1911,13
tt0001885,Sir Percy and the Punchers,1911.0,,,"Comedy,Short,Western",,United States,William F. Haddock,,https://www.imdb.com/title/tt0001885/,short,1911,10
tt0001886,Le siège de Calais,1911.0,5.3,15,"Drama,Short,War",Featured in Historia del cine: Epoca muda (1983),France,Henri Andréani,,https://www.imdb.com/title/tt0001886/,short,1911,
tt0001887,The Skating Bug,1911.0,,,"Comedy,Short","Released as a split reel along with the documentary The Bi-Centennial Celebration at Mobile, Ala. (1911).",United States,Thomas H. Ince,,https://www.imdb.com/title/tt0001887/,short,1911,
